Unnamed: 0,time_ago,titles,subtitles,location,images,Links,Article_Content
38,4 days ago,"Film studio launches £250,000 education fund",Shepperton Studios will support education in film and media for young people in Spelthorne.,Tennis,https://ichef.bbci.co.uk/news/480/cpsprodpb/8f82/live/8f99fb40-6535-11ef-afd2-8d79aeaa745d.jpg.webp,https://www.bbc.com/news/articles/cd6yw761pzdo,"A Surrey film studio has launched a £250,000 fund to support film and media teaching to young people.Shepperton Studios, part of the Pinewood Group, said it wants to raise awareness of the sector and routes in to the industry for the next generation of filmmakers.The ""Virtual Academy"" fund of up to £50,000 per year for five years aims to provide technology and equipment for educational facilities in the borough.Tristam Slater, general manager at Shepperton Studios, said: ""Grants will be awarded to projects benefitting the Shepperton area and the wider borough of Spelthorne.""Mr Slater added that the fund was a ""vital part"" of the Virtual Academy which includes a number of initiatives to support the ""filmmakers of the future"".He explained: ""Grants awarded will focus on supporting key areas of youth development across primary, secondary, and tertiary levels of education and actively seek to support under-represented and under-privileged groups who would otherwise have difficulty accessing funds.""Daniel Mouawad, chief executive of Spelthorne Borough Council, said: “This fund will have a real positive impact for younger residents in the borough.""Expressions of interest opened on Tuesday, and education establishments have until 09:00 BST on 14 October to submit.Follow BBC Surrey on Facebook, on X. Send your story ideas to southeasttoday@bbc.co.uk  or WhatsApp us on 08081 002250."
39,16-Aug-24,Testing out smart swim goggles for the Paris Games,A new generation of smart goggles provide real time visual feedback to enhance athletic performance.,Tennis,https://ichef.bbci.co.uk/images/ic/480x270/p0jjntzt.jpg.webp,https://www.bbc.com/reel/video/p0jjnj0l/testing-out-smart-swim-goggles-for-the-paris-games,"BBC technology reporter Paul Carter tries out the smart goggles used by Olympians and Paralympians in training for the Paris Games. The goggles come with sensors which collect all kinds of information, including new compass data, which is displayed directly onto the goggle lens."
40,14-Aug-24,Watch as thief burgles a playgroup,A thief broke in to a playgroup in Blackwood and stole about £500 worth of technology.,South Yorkshire,https://ichef.bbci.co.uk/news/480/cpsprodpb/83e1/live/9e7226c0-5a1c-11ef-8f0f-0577398c3339.jpg.webp,https://www.bbc.com/news/articles/c62rxjy2gn2o,"A thief was caught red-handed on CCTV breaking in to a playgroup and stealing computers on Monday. Helen Williams, the owner of Markham playgroup in Blackwood, Caerphilly, said she was ""destroyed"" that someone would take from toddlers. "
41,21-Aug-24,Venue trials app for partially sighted visitors,A series of QR codes can be scanned for more information on the property's gardens.,Business,https://ichef.bbci.co.uk/news/480/cpsprodpb/f001/live/538d5bf0-5efb-11ef-bfa4-71cd40e04d31.jpg.webp,https://www.bbc.com/news/articles/cvgx12wgjyxo,"Technology is being trialled to help partially sighted visitors get around a National Trust venue.QR codes from a navigation app have been put up around Saltram in Plymouth which people can scan to get information to guide them.The National Trust said the information, which is spoken out loud on visitor's phones, will provide navigational and other content relevant to Saltram's historic garden setting.It said the trial would run until 25 October.The National Trust said the codes have been placed along a pre-determined route in Saltram's gardens.The route received positive feedback when it was tested by the Royal National Institute of Blind People and a test group in May, the National Trust added.Natalie Haly, project manager for the National Trust at Saltram, said the trial had financial support from the National Lottery Heritage Fund.Ms Haly said: ""We are currently in the testing and trial phase of the project, where our goal is to understand what works well and best supports our audiences.""She added they had the ""unique opportunity to pilot"" the initative at Saltram ""on behalf of the National Trust to determine if this technology is effective in a heritage setting"".Follow BBC Devon on X (formerly Twitter), Facebook and Instagram. Send your story ideas to spotlight@bbc.co.uk."
42,22-Aug-24,Dad hacks database to fake death and avoid child support pay,"The man, from Kentucky, has been jailed for what a judge in the US called his ""cynical"" actions.",Technology,https://ichef.bbci.co.uk/news/480/cpsprodpb/596a/live/eb9d4ce0-6066-11ef-89d9-cf0afdbdfcb1.png.webp,https://www.bbc.com/news/articles/cgrj9r5qpego,"A man has been sentenced to more than six years in prison after hacking into a state database to fake his death, and get out of paying child support.Jesse Kipf from Kentucky, in the US, was sentenced to 81 months for computer fraud and aggravated identity theft.The 39-year-old admitted to accessing the Hawaii Death Registry System in January last year and creating a “case” for his own death.Kipf then completed a State of Hawaii Death Certificate Worksheet, assigned himself as the medical certifier for the case and certified his death, using the digital signature of the doctor.It meant he was successfully registered as a deceased person in many government databases.Kipf admitted that he did it to avoid his outstanding child support obligations of more than $100,000.The hacker also accessed other death registry systems and companies in unrelated attacks that he carried out using the stolen log in details of real physicians and workers. He was found to be offering to sell access to the systems and selling stolen databases containing private information like Social Security Numbers to other cyber criminals on the darknet. The darknet is a portion of the internet only accessible through specialist software that hides a browser’s identity. There are many darknet marketplaces where cyber criminals sell stolen data or access to compromised IT systems.Kipf sold to international buyers, including individuals from Algeria, Russia and Ukraine, the court was reportedly told.“This scheme was a cynical and destructive effort, based in part on the inexcusable goal of avoiding his child support obligations,” said Carlton S. Shier, IV, United States Attorney for the Eastern District of Kentucky.Under federal law, Kipf must serve 85 percent of his prison sentence and will be under the supervision of the U.S. Probation Office for three years.The damage to governmental and corporate computer systems and his failure to pay his child support obligations amounted to a total of $195,758.65."
43,21-Aug-24,Disney drops bid to stop allergy death lawsuit over Disney+ terms,The firm had argued the case should go to arbitration because of its streaming service's small print.,Liverpool,https://ichef.bbci.co.uk/news/480/cpsprodpb/559c/live/7c8673d0-5ee6-11ef-95f0-03cd55644816.jpg.webp,https://www.bbc.com/news/articles/cr7r9djxj0do,"Disney has withdrawn its claim that a man could not sue it over the death of his wife because of terms he signed up to in a free trial of Disney+.Jeffrey Piccolo filed a wrongful death lawsuit against Disney and the owners of a restaurant after his wife died in 2023 from a severe allergic reaction following a meal at Disney World, in Florida.Disney had argued the case should instead go to arbitration because of a clause in the terms and conditions of its Disney+ streaming service, which Mr Piccolo had briefly signed up for in 2019.But, following a backlash, it has decided the matter can now be heard in court.""We believe this situation warrants a sensitive approach to expedite a resolution for the family who have experienced such a painful loss,"" Disney's Josh D'Amaro told the BBC in a statement.""As such, we've decided to waive our right to arbitration and have the matter proceed in court.""Lawyers for Mr Piccolo said: ""Attempts by corporations like Disney to avoid jury trials should be looked at with skepticism"", adding that Mr Piccolo will ""continue to pursue justice on behalf of his beloved wife at the trial court level"".""He also hopes these recent events have raised awareness of the millions of people of all ages and walks of life who suffer with food allergies"", his lawyers said.In arbitration, a dispute is overseen by a neutral third party. It benefits those wanting to avoid a lengthy trial, but means evidence would not be put in front of a jury.Jamie Cartwright, partner at the law firm Charles Russell Speechlys, suggested Disney's change of heart was motivated by the ""adverse publicity"" its initial approach had generated.""In attempting to push the claim into a confidential setting on what were very tenuous grounds, it succeeded only in creating the very publicity and attention it likely wanted to avoid,"" he told the BBC.Mr Piccolo and his wife, Dr Kanokporn Tangsuan, ate a meal at Raglan Road, an Ireland-themed pub located at the Disney Springs site, in Orlando, but operated by an independent company. He alleges that the restaurant did not take enough care over his wife's severe allergies to dairy and nuts, despite being repeatedly told about them.She died in hospital later that day.According to the legal filing, her death was confirmed by a medical examiner ""as a result of anaphylaxis due to elevated levels of dairy and nut in her system.""Mr Piccolo is suing Disney for a sum in excess of $50,000 (£38,400), in addition to other damages relating to suffering, loss of income, and medical and legal costs.Disney has argued it had no control over the management and operation of the restaurant.Lawyers for Mr Piccolo had said Disney's argument that the lawsuit should not be heard in court ""borders on the surreal."" It is not known whether Disney would have been successful had a judge ruled on its arbitration claim. Disney had argued that the legal circumstances surrounding the case were unique.But legal experts told the BBC they had been ""pushing the envelope of contract law"".""Disney’s argument that accepting their terms and conditions for one product covers all interactions with that company is novel and potentially far-reaching,"" Ernest Aduwa, partner at Stokoe Partnership Solicitors, who are not involved in the proceedings, said.Meanwhile, Jibreel Tramboo, barrister at Church Court Chambers, said the terms in the Disney+ trial were a ""weak argument for Disney to rely on"".Disney says it is in the process of submitting a filing to the court to withdraw its call for arbitration.Additional reporting by Graham Fraser"
44,7 days ago,Difficult to have integrity questioned - Draper,"British number one Jack Draper says he endured a ""difficult"" time after having his integrity questioned following a controversial win.",Technology,https://ichef.bbci.co.uk/news/480/cpsprodpb/a200/live/ccdf79f0-62c2-11ef-ac2f-d129c54d1c74.jpg.webp,https://www.bbc.com/sport/tennis/articles/cm2nlpllzr9o,
45,21-Aug-24,Venue trials app for partially sighted visitors,A series of QR codes can be scanned for more information on the property's gardens.,Technology,https://ichef.bbci.co.uk/news/480/cpsprodpb/f001/live/538d5bf0-5efb-11ef-bfa4-71cd40e04d31.jpg.webp,https://www.bbc.com/news/articles/cvgx12wgjyxo,"Technology is being trialled to help partially sighted visitors get around a National Trust venue.QR codes from a navigation app have been put up around Saltram in Plymouth which people can scan to get information to guide them.The National Trust said the information, which is spoken out loud on visitor's phones, will provide navigational and other content relevant to Saltram's historic garden setting.It said the trial would run until 25 October.The National Trust said the codes have been placed along a pre-determined route in Saltram's gardens.The route received positive feedback when it was tested by the Royal National Institute of Blind People and a test group in May, the National Trust added.Natalie Haly, project manager for the National Trust at Saltram, said the trial had financial support from the National Lottery Heritage Fund.Ms Haly said: ""We are currently in the testing and trial phase of the project, where our goal is to understand what works well and best supports our audiences.""She added they had the ""unique opportunity to pilot"" the initative at Saltram ""on behalf of the National Trust to determine if this technology is effective in a heritage setting"".Follow BBC Devon on X (formerly Twitter), Facebook and Instagram. Send your story ideas to spotlight@bbc.co.uk."
46,7 days ago,Difficult to have integrity questioned - Draper,"British number one Jack Draper says he endured a ""difficult"" time after having his integrity questioned following a controversial win.",Wear,https://ichef.bbci.co.uk/news/480/cpsprodpb/a200/live/ccdf79f0-62c2-11ef-ac2f-d129c54d1c74.jpg.webp,https://www.bbc.com/sport/tennis/articles/cm2nlpllzr9o,
47,09-Aug-24,Tour bus simulates dementia to help understanding,The bus uses technology to help people experience what dementia is like.,Business,https://ichef.bbci.co.uk/news/480/cpsprodpb/93c1/live/d0809210-54b7-11ef-b39c-e325fe012747.jpg.webp,https://www.bbc.com/news/articles/clyl3q85025o,"A tour bus where people wear goggles and spiky insoles to simulate memory loss and dementia is to visit a pub in Sheffield.Home care company Home Instead Sheffield & Barnsley has partnered with Training 2 Care to bring its Virtual Dementia Tour Bus to the city.The tour bus aims to show more people what it is like living with memory-loss ""in a scientifically-proven way"", according to Training 2 Care.The exercise takes around three hours and includes a debrief to help participants understand what they have experienced.Supported by medical research, the bus uses technology to replicate the sensory changes associated with dementia.Participants wear googles, headphones and spiky insoles and are then asked to perform everyday tasks but with distorted vision, loud noises and sensory overload which recreates what it is like to have dementia.Alison Taylor from Home Instead said: “We place great importance on creating a dementia-friendly community that is informed, compassionate and better equipped to support individuals living with the condition.""She said she hoped the experience would give people a deeper understanding of dementia.The specially-adapted bus will be at the Abbey pub on Chesterfield Road  from 10:00 BST.Anyone can visit alongside local businesses, care professionals, and people with loved ones who are affected by dementia, the company said.Follow BBC Yorkshire on Facebook, X (formerly Twitter), and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk."
48,16-Aug-24,Is this the end for the magnetic stripe?,Once common on tickets and cardkeys the magnetic stripe is being phased out.,Nottingham,https://ichef.bbci.co.uk/news/480/cpsprodpb/db79/live/da0e18a0-5b21-11ef-8f0f-0577398c3339.jpg.webp,https://www.bbc.com/news/articles/c51yd4j4lnvo,"As he slipped the key card into the reader on his hotel room door and tried the handle - to no avail - he realised what he had done.For years, Steven Murdoch, a security researcher at University College London, had taken care not to put tickets or cards with magnetic stripes in his pocket next to his smartphone. This is because the magnets in smartphones are sometimes strong enough to wipe the data on magnetic stripes.But so-called magstripe hotel key cards are rare these days, increasingly superseded by contactless cards with radio frequency identification (RFID) chips inside them.As such, during his hotel visit in January this year, Prof Murdoch forgot to take precautions and, he concludes, wiped his room key – having used it only once.“I should have known better, this is the sort of thing I do know about,” he says. Upon arriving back at reception, he realised he was not alone.“There was a queue of people with exactly the same problem as me,” he recalls.The magnetic stripe was invented by an IBM engineer in the 1960s – his wife was instrumental in the process as it was she who suggested melting a strip of magnetic tape onto a card using a clothes iron.In the decades since, magstripes have been used on bank cards, rail tickets, IDs and even cards containing medical information, to set up hospital machines.But that murky brown strip of plastic usually made with polluting heavy metals may not be around for much longer. From this year onwards, for instance, Mastercard will not require banks to put a magnetic stripe on debit and credit cards.For ticketing, new technologies including printable barcodes and reusable contactless cards are considered more environmentally friendly and potentially more convenient. You also can’t wipe them by accidentally putting them too close to your iPhone.There are, broadly, two kinds of magnetic stripe, called HiCo and LoCo. The latter is cheaper, less durable, and more susceptible to disruption from magnets, says Lee Minter, head of global operations at Nagels, which makes magstripe tickets and other products. Recently, the company investigated reports from a customer who said multiple magstripe tickets they had bought had got corrupted.Mr Minter says he can’t be 100% sure but he and his colleagues are of the opinion that it was caused by part of a circular magnet within the customer’s iPhone.“It matched perfectly to the area which had been wiped,” he says.In response, Apple says: ""Smartphones and other items contain magnets or components that may have a risk of demagnetizing low coercivity cards. To prevent this from happening, users should keep these cards stored separately.""While such disruption remains relatively rare, Mr Minter says that the magnetic stripe is declining in popularity either way. Of the five billion tickets Nagels prints every year, less than one-fifth now have magnetic stripes, he estimates.Mr Minter is keen to stress the potential of thermally printed paper tickets, much like receipts, which are now being used in trials at multiple rail stations around the UK. These come with a QR code that can be used on ticket barrier scanners. There is a separate code on the back to stop people forging tickets.Stuart Taylor, head of commercial development at Northern, a train operator, says 70% of his firm’s customers now buy digital tickets and that Northern could axe the familiar orange-trimmed, magstripe-sporting versions in just five years’ time.“There is a clear environmental benefit,” says Mr Taylor. “Times change, I guess.”Northern is now trialling the thermally printed paper tickets made by Nagels as an alternative. There have been some issues with printer jams and the tickets getting stuck in ticketing machines but these problems have largely been addressed, says Mr Taylor.He emphasises that there are no plans to withdraw paper tickets, nor to cut any staff involved in ticket sales.Are there any benefits to keeping magstripe cards or tokens around? “No,” says Sue Walnut, product director for intelligent transportation systems at Vix Technology, bluntly. She argues there are now so many different ways of validating a rail ticket - for example, QR codes presented on phone screens, tickets printed at home, prepaid contactless cards - that there is less need to retain magstripe technology than ever before.But magstripe tickets and entry cards do slot conveniently into credit card holders in wallets and purses. The new paper tickets being trialled by Northern and other rail firms are larger. “They are a bit unwieldy and cumbersome,” says Ms Walnut.Magstripe has hung around for so long partly because it is relatively cheap and the specifications for reading machines were put in place many decades ago, says Stephen Cranfield at Barnes International, which makes equipment for magnetic stripe testing.“If you took your card today and used it in a magstripe reader from 1970, it would still be able to read it,” he says.His firm has worked on a variety of systems - including one designed to allow kidney failure patients to use a magstripe card for setting up their dialysis machine.Despite the ubiquity of dark brown or black magstripes, they can actually come in a whole range of colours. “It’s quite popular in China, actually – gold stripes,” explains Mr Cranfield.But now that US banks are finally switching to chip and PIN cards, the market for magstripe is clearly dwindling.Prof Murdoch says although magstripe technology is extremely well established, it is “inevitable” that it will gradually disappear. One downside to that, he suggests, is that magnetic stripe failures and fraud are currently well understood. Newer technologies, while in theory more secure, may also be more complex - and therefore exploitable by criminals using novel methods.Sometimes, members of the public contact Prof Murdoch when they are having trouble proving to their bank that they have been the victim of fraud.“If the transaction was done by magstripe, then it’s a very easy argument to say someone copied it,” says Prof Murdoch as he points out the irony. “But if the transaction was one of the more secure methods - then it’s much harder.”"
49,15-Aug-24,Tech firm apologises for 'creepy' hostess lampshade outfits,"The company-branded lampshades, which obscured the women's faces, have been called ""creepy"" and ""sexist.""",Culture,https://ichef.bbci.co.uk/news/480/cpsprodpb/b9b6/live/52467ad0-5b1b-11ef-9256-fbeae1bb95b3.jpg.webp,https://www.bbc.com/news/articles/c5y5r11xmkvo,"The largest cybersecurity company in the US has apologised for using two women posing with company-branded lampshades on their heads at a trade event in Las Vegas.They were meant to draw attention to Palo Alto Networks' sponsorship of a ""CyberRisk Collaborative Happy Hour"" at the Black Hat conference.But the publicity stunt has sparked a backlash, with critics calling it ""sexist"", ""creepy"" and ""tone deaf"".In a LinkedIn post, the firm’s boss Nikesh Arora admitted it was a misjudgement, saying it was ""unequivocally not the culture we support, or aspire to be"".The company has faced fierce criticism online for the lampshade outfits, which obscured the women’s faces.""So we women are nothing more than props to you? We are only at BlackHat to be lampshade holders?"" asked executive advisor Olivia Rose in a LinkedIn post that eventually prompted Mr Arora’s apology.""Shame on you - just shame"", she wrote.The image of the women was taken by LinkedIn user Sean Juroviesky who described the scene as ""sexist"".""What the hell Palo Alto Networks is it 1960?"", he commented.One Reddit user, who claimed to have been at the event, said they left early as it was ""creepy"" and ""gross"".The idea for the outfits seems to have been inspired by the so-called ""booth babes"" of the early days of the Consumer Electronics Show, in the 1960s, where women were hired as hostesses at what were mostly male-attended events.By the 1990s the use of what were often scantily-clad women in this way started facing a backlash, and by the 2010s it had largely disappeared.But the male dominance of the tech industry has not gone away - nor have concerns that women are being shut out or treated in sexist ways.When it shut unexpectedly earlier this year, the tech network Women Who Code said its vision of a tech industry ""where diverse women and historically excluded people thrive at every level is not fulfilled"".One of the few female tech CEO’s Bumble’s Lidiane Jones told the BBC this year it was ""still not an equitable journey for women today"" in the industry."
50,7 days ago,EE tells parents: don't give under-11s smartphones,The mobile phone network recommends parents buy under-11s phones that can only text or call.,West Yorkshire,https://ichef.bbci.co.uk/news/480/cpsprodpb/badd/live/fc912390-62ce-11ef-b1a0-5377375b57ce.jpg.webp,https://www.bbc.com/news/articles/c4gvpy3yz1yo,"One of the UK's largest mobile network providers is advising parents not to give primary school-aged children their own smartphone.EE, which is owned by BT, said it aims to improve children's ""digital wellbeing"" after receiving increasing requests for guidance from parents.It said that under-11s should be given ""non-smart"" devices that have similar capabilities as old brick phones.The recommendation - announced for the start of the new school year - comes amid growing concern about the effects of smartphone and internet usage on children's mental health and behaviour.Access to the internet can support young people's education and social activities, as well as helping parents keep track of their whereabouts. But, some experts warn it contributes to shorter attention spans, exposes children to harmful content, and displaces other activities such as playing outside or talking to friends.EE said under-11s should be given phones that can be used to text and make calls, but without access to the internet or social media apps like TikTok and Youtube.The firm, which is marketing a phone with limited capabilities for children, suggests parents use apps and settings to monitor older children's internet usage.Its corporate affairs director Mat Sears said EE wanted to help parents and caregivers ""make the best choices for their children"".He told the BBC: ""Under-11s we feel should not be given access to smartphones. They don't need the usage of a smartphone and, actually, a feature phone - or a dumb phone, as some people call them - is more suitable.""Almost a quarter of five-to-seven-year-olds now have their own smartphone, recent research from the telecoms regulator Ofcom found.By age 11, when children typically transfer to secondary school, almost all have a phone of some kind, it says.Ofcom described its research, published earlier this year, as a ""wake-up call"" after it found over half of under-13s were using social media, despite most of the big platforms having rules requiring that users are over 13.Mr Sears said he believed smartphones were appropriate for children aged between 11 and 13 - but not access to social media. For 13-to-16-year-olds, he advised parents to exercise ""care and attention"" over which social media apps they download.""We think it's absolutely fine and okay for social media to be used [by over-13s] but various parental controls and privacy settings should be put in place, as well as screen locks for the amount of time that is being placed on these various social media sites.""Clare Fernyhough, co-founder of grassroots campaign group Smartphone Free Childhood, welcomed EE’s new guidance.“It’s a positive move to get parents to question this norm that ‘yeah I’ll just get them a smart phone',"" she said.Ms Fernyhough continued: “I would challenge the idea all children need a phone.“[But] if a child needs a phone at all, absolutely it should be a simple phone. They are far less addictive.“The way smartphones are, they are adult devices, they are not safe for children.""She would like to see a mechanism introduced for verifying a person’s age on the device itself, not just when signing up to access content, as is the case now.Recent government legislation aims to ensure children are not exposed to harmful online content, such as material that promotes suicide and self-harm, eating disorders, and violent content. The Online Safety Act places more responsibility on technology platforms, introducing a legal duty of care towards their users.But the Act does not come into force until 2025, and critics, including Ms Fernyhough, say while it is a step in the right direction it does not go far enough to protect young people.Some other countries, including France, Italy and the Netherlands, have banned the use of smartphones in schools.Last year, China's regulator proposed limiting daily screen time for children up to the age of 18.The UK's Commons education committee said in May that the government should consider a total ban on smartphones for under-16s.Prime Minister Sir Keir Starmer said in July that he does not support ""simply banning"" phones for under-16s, but that the government needed to ""look again"" at what content children were accessing online.Last year, parents from eight primary schools in County Wicklow, Ireland, agreed not to give their children smartphones before they went to secondary school to relieve the peer pressure from other children already having access."
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
